level_0,index,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
62583,76186,"Cute, Sun filled Sudio Apartment in Manhattan",45152766504,UNCONFIRMED,Karen,Manhattan,Midtown,40.74371,-73.98454,United States,US,1,flexible,Entire home/apt,2017.0,525,$105 ,3.0,57.0,4/28/2019
62584,76187,Great Location! Brooklyn Heights One Bedroom,89079091092,VERIFIED,Philippe,Brooklyn,Brooklyn Heights,40.69293,-73.99113,United States,US,0,moderate,Entire home/apt,2018.0,134,$27 ,2.0,25.0,6/27/2019
62585,76188,"Bright, Modern, Clean, Spacious, Brooklyn Home",44428374904,VERIFIED,Elaine,Brooklyn,Bedford-Stuyvesant,40.68408,-73.95411,United States,US,0,strict,Entire home/apt,2012.0,1034,$207 ,3.0,62.0,6/26/2019
62586,76189,"Immaculate & Spacious Home - Astoria, Queens",90818535494,VERIFIED,Lydia,Queens,Long Island City,40.7579,-73.93052,United States,US,1,moderate,Entire home/apt,2016.0,332,$66 ,2.0,5.0,10/9/2017
62587,76190,"PH Cozy, Clean, Close to Everything",72991106203,UNCONFIRMED,Whit,Brooklyn,Crown Heights,40.67933,-73.96219,United States,US,1,strict,Entire home/apt,2022.0,1197,$239 ,2.0,16.0,8/6/2017
62588,76191,3BR/2 bath/Duplex+YARD/Near Columbia/City College,96046497719,VERIFIED,Migdalia,Manhattan,Harlem,40.82158,-73.95592,United States,US,1,strict,Entire home/apt,2015.0,251,$50 ,4.0,69.0,6/16/2019
62589,76192,Spacious Room In Luxury NYC Apartment,79594027140,VERIFIED,Maya,Manhattan,Murray Hill,40.74968,-73.97665,United States,US,0,moderate,Private room,2005.0,273,$55 ,4.0,10.0,7/5/2019
62590,76193,"★ UES | Cozy bedroom near LGA, free coffee & tea!",2830274283,UNCONFIRMED,Eric,Manhattan,East Harlem,40.78762,-73.94303,United States,US,1,flexible,Private room,2015.0,647,$129 ,1.0,78.0,7/2/2019
62591,76194,Room In Gorgeous Gut Renovated NY Apartment,27844353083,VERIFIED,Maya,Manhattan,Murray Hill,40.74825,-73.97673,United States,US,1,moderate,Private room,2007.0,166,$33 ,5.0,3.0,1/14/2019
62592,76195,For all classical lover's 3@,13115012401,UNCONFIRMED,Glory,Brooklyn,Sheepshead Bay,40.60892,-73.96221,United States,US,1,strict,Private room,2011.0,771,$154 ,3.0,14.0,11/11/2018
62593,76196,"Spacious, Clean and Comfy 2 Bedroom",42558783616,UNCONFIRMED,Alex,Brooklyn,Bedford-Stuyvesant,40.68385,-73.9523,United States,US,1,flexible,Entire home/apt,2020.0,151,$30 ,2.0,66.0,6/30/2019
62594,76197,Room in Bushwick Loft,74723606596,VERIFIED,Juliet,Brooklyn,Williamsburg,40.70623,-73.92808,United States,US,0,strict,Private room,2016.0,113,$23 ,4.0,12.0,3/15/2018
62595,76198,Beautiful apt up in the heights,75153000735,VERIFIED,Shachar,Manhattan,Washington Heights,40.83839,-73.93819,United States,US,0,moderate,Private room,2007.0,696,$139 ,2.0,12.0,9/2/2018
62596,76199,46st Cozy Flat Midtown/Tms Squr/Javits Ctr/Pier 97,74731582273,UNCONFIRMED,Clark,Manhattan,Hell's Kitchen,40.76338,-73.99552,United States,US,0,moderate,Entire home/apt,2022.0,683,$137 ,3.0,170.0,7/2/2019
62597,76200,Private Guestroom in Landmark Bklyn Brownstone,67109258885,UNCONFIRMED,Mark Winston,Brooklyn,Crown Heights,40.67619,-73.94936,United States,US,0,strict,Entire home/apt,2016.0,1005,$201 ,1.0,222.0,6/25/2019
62598,76201,Cozy Duplex Studio in Manhattan,80961326095,VERIFIED,Dalibel,Manhattan,Kips Bay,40.7401,-73.98123,United States,US,1,flexible,Entire home/apt,2014.0,972,$194 ,2.0,9.0,1/1/2019
62599,76202,Greyhound Manor - 2 fullbd beds and private bathrm,25053778239,UNCONFIRMED,Carol,Brooklyn,Bedford-Stuyvesant,40.68237,-73.92258,United States,US,1,flexible,Private room,2017.0,936,$187 ,2.0,92.0,7/2/2019
62600,76203,Sweet 2 Bedroom In South BK,50381205568,UNCONFIRMED,Steven,Brooklyn,Bensonhurst,40.61238,-73.99805,United States,US,1,moderate,Entire home/apt,2022.0,995,$199 ,3.0,54.0,6/13/2019
62601,76204,Beautiful One Bedroom Apartment Near Central Park,42064234755,UNCONFIRMED,Kyle,Manhattan,Theater District,40.761,-73.98522,United States,US,0,flexible,Entire home/apt,2004.0,662,$132 ,30.0,5.0,6/25/2017
62602,76207,Kitschy Corner Bedroom on a Friendly Astoria Block,22099366958,VERIFIED,Bridget,Queens,Ditmars Steinway,40.77021,-73.90947,United States,US,0,flexible,Private room,2017.0,183,$37 ,2.0,59.0,5/27/2019
62603,76208,Guest bedroom off of 30th ave,9843950094,UNCONFIRMED,Melissa,Queens,Astoria,40.7656,-73.92293,United States,US,0,flexible,Private room,2013.0,551,$110 ,1.0,43.0,5/26/2019
62604,76209,"Large & Nice, Bright 1 Bdrm in East Village, NYC",4771431008,VERIFIED,Caitlin,Manhattan,East Village,40.72609,-73.98795,United States,US,1,moderate,Private room,2017.0,111,$22 ,2.0,74.0,6/24/2019
62605,76210,Clean room with private bathroom in Bushwick!,36824345932,VERIFIED,Leticia,Brooklyn,Bushwick,40.69025,-73.91251,United States,US,1,flexible,Private room,2022.0,1189,$238 ,1.0,23.0,6/21/2019
62606,76211,STUDIO NEAR UPPER EAST SIDE HOSPITALS- MODERN,87921037935,UNCONFIRMED,Juliana,Manhattan,Upper East Side,40.76095,-73.96143,United States,US,1,flexible,Entire home/apt,2006.0,1184,$237 ,30.0,10.0,10/22/2018
62607,76212,Spacious 1 Bdrm in Queens w Manhattan views,50945624920,UNCONFIRMED,Ali,Queens,Maspeth,40.73834,-73.90774,United States,US,1,strict,Private room,2003.0,74,$15 ,1.0,1.0,9/26/2016
62608,76213,Gorgeous Bedroom in Brooklyn,90220509417,UNCONFIRMED,Amaru,Brooklyn,Flatbush,40.63714,-73.95316,United States,US,1,moderate,Private room,2005.0,840,$168 ,3.0,28.0,6/15/2019
62609,76214,1 Bedroom in a shared space with  AC & garden.,54482695764,VERIFIED,Maria,Brooklyn,Bushwick,40.68342,-73.90993,United States,US,0,moderate,Private room,2017.0,705,$141 ,1.0,19.0,6/30/2019
62610,76215,1 bedroom apartment in great neighborhood,17273638808,UNCONFIRMED,Sharan,Manhattan,Murray Hill,40.74438,-73.97365,United States,US,0,flexible,Entire home/apt,2009.0,63,$13 ,1.0,1.0,9/22/2016
62611,76216,A great room on the Upper East Side,39000362918,UNCONFIRMED,Alex,Manhattan,Upper East Side,40.77511,-73.9553,United States,US,1,flexible,Private room,2019.0,646,$129 ,3.0,7.0,4/18/2018
62612,76217,Sunny Bushwick room & bed with exposed brick wall,68852312630,VERIFIED,Nathaniel,Queens,Ridgewood,40.70512,-73.91386,United States,US,1,moderate,Private room,2008.0,263,$53 ,1.0,6.0,5/31/2019
62613,76218,Bright room in Brooklyn historic district,12379261969,VERIFIED,Jazzy,Brooklyn,Crown Heights,40.67019,-73.9318,United States,US,0,moderate,Private room,2014.0,947,$189 ,2.0,77.0,6/23/2019
62614,76219,"Beautiful 2BR Apt, 1 Min Walk to Major Subway!",63442345288,UNCONFIRMED,Sunshine,Brooklyn,East New York,40.67293,-73.89548,United States,US,1,flexible,Entire home/apt,2007.0,182,$36 ,30.0,68.0,5/14/2019
62615,76220,"A Clean, Quite, Great room for NY visit.",28422844865,VERIFIED,Yenpo,Queens,Forest Hills,40.71871,-73.8532,United States,US,0,moderate,Private room,2021.0,293,$59 ,3.0,9.0,2/19/2017
62616,76221,Private bedroom & bath/Times Square & Central Park,72607802694,UNCONFIRMED,Pamela,Manhattan,Midtown,40.7641,-73.97989,United States,US,0,flexible,Private room,2020.0,522,$104 ,2.0,24.0,6/19/2017
62617,76222,Friendly and kind!Clean and safe!Best hostel ever!,33122147922,UNCONFIRMED,Maryna,Brooklyn,Brighton Beach,40.57608,-73.9614,United States,US,1,moderate,Shared room,2004.0,766,$153 ,1.0,34.0,6/1/2019
62618,76223,Lovely studio 2 min walk to train/ subway C),83896039433,VERIFIED,Silvia,Brooklyn,East New York,40.67502,-73.89004,United States,US,0,strict,Entire home/apt,2013.0,543,$109 ,3.0,33.0,4/14/2019
62619,76224,NYC 1 bed - Uptown - Steps away from train,1781231109,UNCONFIRMED,Erica,Manhattan,Washington Heights,40.85797,-73.93286,United States,US,1,moderate,Entire home/apt,2015.0,1080,$216 ,4.0,13.0,4/21/2019
62620,76227,In a Chelsea loft:  A PERFECT private room & bath,6438892813,UNCONFIRMED,Yochi,Manhattan,Chelsea,40.74348,-73.99365,United States,US,0,moderate,Private room,2022.0,1121,$224 ,1.0,205.0,7/5/2019
62621,76228,Union Square - Interior designer - Private 1 bdr,12132050583,UNCONFIRMED,Julie,Manhattan,Gramercy,40.73405,-73.98862,United States,US,0,moderate,Entire home/apt,2012.0,634,$127 ,1.0,103.0,6/30/2019
62622,76229,Sunny bedroom in AMAZING LOCATION Williamsburg,14753804132,VERIFIED,Aviva,Brooklyn,Williamsburg,40.71435,-73.96336,United States,US,0,strict,Private room,2012.0,855,$171 ,14.0,1.0,9/30/2017
62623,76230,Cosy room in Brooklyn Apartment,92879833324,VERIFIED,Beck,Brooklyn,Flatbush,40.64026,-73.95347,United States,US,1,moderate,Private room,2012.0,866,$173 ,3.0,2.0,10/19/2016
62624,76231,Sunny and Spacious Room in Sunset Park Apartment,68083502405,UNCONFIRMED,Jesse,Brooklyn,Sunset Park,40.64487,-74.00893,United States,US,1,moderate,Private room,2016.0,826,$165 ,1.0,49.0,6/30/2019
62625,76233,Big 2 Bedroom house w/ private yard. Graham L Stop,8929882115,UNCONFIRMED,Pete,Brooklyn,Williamsburg,40.71411,-73.94402,United States,US,0,flexible,Entire home/apt,2012.0,752,$150 ,2.0,13.0,8/28/2018
62626,76235,Private Blu Penthouse Brownstone 1 BR Harlem NYC,70959366069,VERIFIED,Ephraim,Manhattan,Harlem,40.8155,-73.94578,United States,US,0,strict,Entire home/apt,2020.0,972,$194 ,5.0,102.0,7/3/2019
62627,76236,Master bedroom in the heart of Greenpoint!,28730397522,VERIFIED,Kevin,Brooklyn,Greenpoint,40.72679,-73.94838,United States,US,0,flexible,Private room,2008.0,76,$15 ,2.0,51.0,9/26/2017
62628,76237,"Private, cozy room in the Center of Manhattan",82862561258,VERIFIED,Nuan,Manhattan,SoHo,40.72058,-73.99807,United States,US,1,flexible,Private room,2022.0,653,$131 ,3.0,21.0,6/15/2019
62629,76238,1 BDRM in Wyndham Midtown 45 *Great Location!,54828673071,VERIFIED,Wynpoints,Manhattan,Midtown,40.75376,-73.97132,United States,US,0,flexible,Private room,2017.0,497,$99 ,3.0,4.0,12/18/2016
62630,76239,Lovely Apartment Near Prospect Park,73200510835,VERIFIED,Nichole,Brooklyn,Prospect-Lefferts Gardens,40.6552,-73.96063,United States,US,0,flexible,Private room,2017.0,276,$55 ,7.0,2.0,5/31/2019
62631,76240,"Huge bedroom suite in Greenpoint, Brooklyn",74711298315,VERIFIED,Arin,Brooklyn,Greenpoint,40.73287,-73.95211,United States,US,1,moderate,Private room,2006.0,117,$23 ,1.0,104.0,6/21/2019
62632,76241,Best part of Brooklyn! Large room in Bushwick.,11647428158,VERIFIED,Julian,Brooklyn,Bushwick,40.70342,-73.92829,United States,US,0,moderate,Private room,2018.0,344,$69 ,1.0,15.0,1/2/2017
62633,76242,Sunny Manhattan 1 bedroom  in Landmark Brownstone,25560536165,VERIFIED,Michael,Manhattan,Washington Heights,40.83355,-73.93839,United States,US,0,flexible,Entire home/apt,2018.0,650,$130 ,180.0,4.0,5/31/2019
62634,76243,"SPECIAL: Luxury Apt, Close to Transp, Beach & Food",57401741462,VERIFIED,Mitch,Brooklyn,Manhattan Beach,40.58085,-73.93934,United States,US,0,strict,Entire home/apt,2011.0,145,$29 ,2.0,73.0,6/30/2019
62635,76244,Executive Studio Best Location,64516464265,UNCONFIRMED,Corporate Housing,Manhattan,Kips Bay,40.74018,-73.97962,United States,US,0,moderate,Entire home/apt,2011.0,536,$107 ,30.0,9.0,9/30/2018
62636,76245,Prospect Park family friendly apt,23711236048,VERIFIED,Jennifer,Brooklyn,Prospect-Lefferts Gardens,40.66198,-73.95798,United States,US,0,strict,Entire home/apt,2016.0,211,$42 ,2.0,4.0,10/29/2017
62637,76246,Elegant Ground Floor Garden Apartment,69204670055,UNCONFIRMED,Thomas,Brooklyn,Crown Heights,40.67843,-73.96385,United States,US,1,strict,Entire home/apt,2015.0,453,$91 ,5.0,3.0,10/21/2016
62638,76247,Private Room Williamsburg 3 Blocks from L Bedford,4386757719,VERIFIED,Masahiro,Brooklyn,Williamsburg,40.71865,-73.95875,United States,US,0,strict,Private room,2005.0,1125,$225 ,3.0,72.0,6/22/2019
62639,76249,2MinToTrainsNiceRMaimonidesLutheranIndustryCity,61571546507,UNCONFIRMED,Norma-Ester-,Brooklyn,Sunset Park,40.65607,-74.00306,United States,US,0,strict,Private room,2018.0,687,$137 ,1.0,25.0,6/7/2019
62640,76250,The Brass Shack,37242048956,UNCONFIRMED,Jonathan,Manhattan,Harlem,40.83185,-73.94806,United States,US,0,strict,Private room,2015.0,874,$175 ,5.0,19.0,6/8/2019
62641,76252,2MinTrainLovelyRMaimonidesLutheranIndustryCity,134452120,VERIFIED,Norma-Ester-,Brooklyn,Sunset Park,40.65306,-74.0039,United States,US,1,flexible,Private room,2006.0,466,$93 ,1.0,34.0,5/31/2019
62642,76254,"Clean, Safe, Convenient, Comfy in Harlem NYC",98272735949,UNCONFIRMED,Michael,Manhattan,East Harlem,40.80771,-73.94112,United States,US,0,flexible,Shared room,2018.0,671,$134 ,1.0,7.0,12/17/2018
62643,76255,Camping in Nolita,23058110463,VERIFIED,Kristin,Manhattan,Nolita,40.72275,-73.99558,United States,US,1,flexible,Entire home/apt,2022.0,1060,$212 ,2.0,1.0,9/30/2016
62644,76257,Cozy room in 2br Cobble Hill apartment,39512780670,VERIFIED,Ekaterina,Brooklyn,Carroll Gardens,40.68342,-73.9912,United States,US,0,moderate,Private room,2009.0,121,$24 ,4.0,1.0,10/2/2016
62645,76258,2MinTrainBigBeautyRMaimoLutherandIndustryCitty,22857038857,VERIFIED,Norma-Ester-,Brooklyn,Sunset Park,40.65657,-74.00358,United States,US,0,flexible,Private room,2016.0,1046,$209 ,1.0,23.0,5/31/2019
62646,76259,2 BR Tropical Getaway near Ferry,4701288722,VERIFIED,Tony & Grace,Staten Island,St. George,40.6437,-74.07944,United States,US,1,moderate,Entire home/apt,2003.0,102,$20 ,1.0,23.0,6/18/2019
62647,76260,Cozy NYC Studio (in Upper Manhattan / East Harlem),44129235534,VERIFIED,Madison,Manhattan,East Harlem,40.79528,-73.94418,United States,US,0,moderate,Entire home/apt,2006.0,513,$103 ,2.0,38.0,6/23/2019
62648,76261,Large 1 bedroom-Private Bath in 2 bed apartment,45767926580,VERIFIED,James,Queens,Ridgewood,40.70703,-73.90907,United States,US,1,strict,Private room,2012.0,202,$40 ,7.0,5.0,1/4/2019
62649,76262,"BEAUTIFUL ROOM & PRIVATE BATHROOM...QUEENS, NY",29680900473,UNCONFIRMED,Michelle,Queens,Kew Gardens Hills,40.71785,-73.82066,United States,US,1,strict,Private room,2004.0,999,$200 ,2.0,23.0,6/18/2019
62650,76263,2 br in prime  bushwick  brooklyn,6505621524,UNCONFIRMED,Sol,Brooklyn,Bushwick,40.69951,-73.91641,United States,US,1,flexible,Entire home/apt,2015.0,414,$83 ,30.0,6.0,9/30/2018
62651,76264,Lifestlye Stay In Downtown Brooklyn,41286216293,UNCONFIRMED,Chen,Brooklyn,Fort Greene,40.69404,-73.98067,United States,US,1,strict,Entire home/apt,2004.0,332,$66 ,10.0,1.0,11/13/2016
62652,76265,Time Square One Bedroom Apt,3821423893,VERIFIED,Wanhsuan,Manhattan,Theater District,40.76035,-73.98189,United States,US,0,moderate,Entire home/apt,2013.0,666,$133 ,30.0,6.0,8/21/2018
62653,76266,Amazing Location! NYC Midtown Nice Private Bedroom,54629396016,VERIFIED,Frank,Manhattan,Kips Bay,40.74385,-73.97827,United States,US,1,flexible,Private room,2017.0,426,$85 ,3.0,3.0,10/19/2016
62654,76267,Private room in 4 bdr apt!,74209183300,UNCONFIRMED,Dillon,Brooklyn,Prospect-Lefferts Gardens,40.65714,-73.95,United States,US,0,flexible,Private room,2018.0,712,$142 ,2.0,2.0,8/23/2018
62655,76268,Clean and Cozy East Village Studio,39258814039,UNCONFIRMED,Erik,Manhattan,East Village,40.72173,-73.98282,United States,US,1,strict,Entire home/apt,2018.0,890,$178 ,9.0,4.0,11/15/2017
62656,76269,Comfortable One Bedroom Apt in Prospect Heights,75748060985,UNCONFIRMED,Catherine,Brooklyn,Prospect Heights,40.67948,-73.96526,United States,US,1,flexible,Entire home/apt,2008.0,244,$49 ,30.0,11.0,5/21/2019
62657,76270,FABULOUS BED ROOM WITH 4 BEDS (JFK - 12 MINS),92496210202,VERIFIED,Pamela,Queens,St. Albans,40.70327,-73.76785,United States,US,1,moderate,Private room,2022.0,398,$80 ,1.0,48.0,6/8/2019
62658,76271,Cute House Near Train In Brooklyn,36072885539,UNCONFIRMED,Stephen,Brooklyn,Kensington,40.63727,-73.97718,United States,US,0,moderate,Private room,2008.0,475,$95 ,2.0,4.0,1/1/2017
62659,76273,Spacious private 2BR with Backyard Williamsburg,82603572378,VERIFIED,Lawrence,Brooklyn,Williamsburg,40.70778,-73.94884,United States,US,0,moderate,Entire home/apt,2003.0,309,$62 ,2.0,94.0,7/4/2019
62660,76274,Brand New small 1 Bedroom apt in Brooklyn,93211271510,UNCONFIRMED,G,Brooklyn,Bath Beach,40.60979,-74.01121,United States,US,0,flexible,Entire home/apt,2020.0,1152,$230 ,1.0,38.0,7/30/2017
62661,76275,Getaway❤️Romantic Retreat in a PRESIDENTIAL SUITE,71187741206,VERIFIED,ResortShare5,Manhattan,Midtown,40.75326,-73.97303,United States,US,1,strict,Entire home/apt,2005.0,1030,$206 ,2.0,3.0,12/17/2018
62662,76276,★★LUXURY at a MIDTOWN RESORT★★,11386893661,VERIFIED,ResortShare5,Manhattan,Midtown,40.75368,-73.97358,United States,US,1,flexible,Private room,2009.0,621,$124 ,2.0,30.0,4/11/2019
62663,76277,★★SLEEP ON CLOUD 9 IN OUR DOUBLE BED SUITE★★,72311257282,UNCONFIRMED,ResortShare5,Manhattan,Midtown,40.75324,-73.97217,United States,US,1,strict,Entire home/apt,2021.0,145,$29 ,2.0,16.0,11/8/2018
62664,76278,"Cozy private room, close to transportation",7115464668,UNCONFIRMED,Josefina,Queens,Woodhaven,40.6922,-73.864,United States,US,1,moderate,Private room,2008.0,529,$106 ,3.0,69.0,5/21/2019
62665,76279,Gerrie,21127165727,VERIFIED,Lynne,Queens,Jamaica,40.67627,-73.77059,United States,US,0,strict,Private room,2018.0,1170,$234 ,1.0,3.0,12/30/2018
62666,76280,"Clean, Cozy, and Spacious Brooklyn Row House",68752040940,UNCONFIRMED,Chitra,Brooklyn,Cypress Hills,40.68978,-73.87017,United States,US,0,flexible,Private room,2013.0,107,$21 ,2.0,8.0,10/29/2016
62667,76281,Private Bedroom & Large Living Room - Times Square,31588784556,UNCONFIRMED,Jeff,Manhattan,Hell's Kitchen,40.76084,-73.98936,United States,US,1,flexible,Private room,2018.0,963,$193 ,5.0,1.0,9/27/2016
62668,76282,Private Room w/ Private Bath in Heart of Bed-Stuy,33767743316,UNCONFIRMED,Lucey,Brooklyn,Bedford-Stuyvesant,40.68655,-73.94299,United States,US,0,moderate,Private room,2012.0,178,$36 ,2.0,106.0,6/24/2019
62669,76284,"Cosy, Awesome, Private Room in UES",65048468263,VERIFIED,Valerie,Manhattan,Upper East Side,40.77799,-73.94935,United States,US,1,moderate,Private room,2015.0,751,$150 ,5.0,9.0,5/11/2019
62670,76285,CLEAN Room w/PRVT BATH_NearSubway_3 StopsToManhatn,47477418090,VERIFIED,Monika,Queens,Astoria,40.7591,-73.91525,United States,US,1,strict,Private room,2009.0,973,$195 ,4.0,87.0,6/27/2019
62671,76287,2BdrmPRESIDENTIAL Luxury CONDO In the Heart of NYC,34995394272,VERIFIED,Wynpoints,Manhattan,Midtown,40.7521,-73.972,United States,US,0,moderate,Private room,2013.0,230,$46 ,4.0,3.0,1/13/2017
62672,76288,1Bdrm DELUXE Fully Renovated CONDO Wyndham Midtown,97786384670,VERIFIED,Wynpoints,Manhattan,Midtown,40.75331,-73.9733,United States,US,0,moderate,Private room,2014.0,1133,$227 ,3.0,8.0,1/1/2017
62673,76289,Rooming has never been better.,40409977693,UNCONFIRMED,Laura,Brooklyn,Bedford-Stuyvesant,40.68203,-73.92676,United States,US,1,moderate,Private room,2008.0,676,$135 ,3.0,18.0,3/14/2019
62674,76290,"Big Quiet, Clean and Respectful APARTMENT.",9338413409,VERIFIED,Rosa,Manhattan,Washington Heights,40.85842,-73.92928,United States,US,0,moderate,Private room,2018.0,740,$148 ,1.0,7.0,3/19/2017
62675,76291,STUDIO Condo in luxurious Wyndham Midtown 45 NYC,91620582526,UNCONFIRMED,Wynpoints,Manhattan,Midtown,40.75294,-73.9719,United States,US,0,flexible,Private room,2013.0,543,$109 ,3.0,3.0,12/11/2016
62676,76292,Studio King Wyndham Midtown 45 Hotel,29002961719,VERIFIED,Wynpoints,Manhattan,Midtown,40.75351,-73.97196,United States,US,0,flexible,Private room,2015.0,348,$70 ,3.0,12.0,12/18/2016
62677,76293,Le Petit Palace De Brooklyn - Clean Comfy 4 BR Apt,40875758458,VERIFIED,Chantal,Brooklyn,East Flatbush,40.64383,-73.94902,United States,US,0,flexible,Entire home/apt,2007.0,1105,$221 ,3.0,71.0,7/1/2019
62678,76294,HugeTropical Bedrm near Ferry,88789386520,UNCONFIRMED,Tony & Grace,Staten Island,St. George,40.64057,-74.0786,United States,US,0,flexible,Private room,2004.0,67,$13 ,1.0,20.0,7/1/2019
62679,76296,Whimsical & Cute Private Room in 2 Bdrm Apt,47966158141,VERIFIED,Christen,Brooklyn,Williamsburg,40.71622,-73.94273,United States,US,1,flexible,Private room,2004.0,1071,$214 ,14.0,54.0,5/6/2019
62680,76297,For all classical lover's,10634933289,UNCONFIRMED,Glory,Brooklyn,Sheepshead Bay,40.60803,-73.96211,United States,US,0,moderate,Private room,2015.0,214,$43 ,3.0,15.0,3/31/2019
62681,76298,Downtown Dream on the Park,1305047632,UNCONFIRMED,Julia,Manhattan,Chinatown,40.71348,-73.99135,United States,US,0,flexible,Entire home/apt,2019.0,938,$188 ,20.0,38.0,7/5/2019
62682,76299,Artist apt w/ Private room in Bed Stuy,92078809644,VERIFIED,Ben,Brooklyn,Bedford-Stuyvesant,40.69653,-73.94994,United States,US,1,moderate,Private room,2017.0,1161,$232 ,2.0,5.0,10/22/2017
62683,76300,1Bdrm Deluxe WYNDHAM MIDTOWN 45*Great Location NYC,46768009805,VERIFIED,Wynpoints,Manhattan,Midtown,40.75388,-73.97308,United States,US,1,flexible,Private room,2015.0,477,$95 ,3.0,2.0,11/5/2016
62684,76301,Hotel Style KG/QN Room WYNDHAM MIDTOWN 45,15457468056,VERIFIED,Wynpoints,Manhattan,Midtown,40.75344,-73.97207,United States,US,1,flexible,Private room,2005.0,575,$115 ,3.0,7.0,12/9/2016
62685,76302,Cozy bright studio flat - Soho/Village,78389514122,VERIFIED,Karen,Manhattan,SoHo,40.7263,-74.00344,United States,US,1,flexible,Entire home/apt,2008.0,837,$167 ,2.0,136.0,7/6/2019
62686,76303,2 Double Bed WYNDHAM MIDTOWN 45 *NYC*,14573705786,UNCONFIRMED,Wynpoints,Manhattan,Midtown,40.75359,-73.97295,United States,US,1,flexible,Private room,2021.0,192,$38 ,2.0,13.0,10/8/2017
62687,76304,2Bdrm PRESIDENTIAL CONDO Wyndham Midtown 45 Hotel,96673982624,UNCONFIRMED,Wynpoints,Manhattan,Midtown,40.75375,-73.97295,United States,US,0,moderate,Private room,2004.0,212,$42 ,4.0,3.0,12/28/2016
62688,76305,Spacious one bedroom in Union Sq/Greenwich Village,97469592387,VERIFIED,Andrew,Manhattan,Greenwich Village,40.73506,-73.99203,United States,US,0,strict,Entire home/apt,2017.0,1100,$220 ,2.0,5.0,1/1/2017
62689,76306,Cozy Clean Room in Manhattan's Upper West Side,84054888650,UNCONFIRMED,Angela,Manhattan,Upper West Side,40.79512,-73.9733,United States,US,1,strict,Private room,2016.0,849,$170 ,2.0,45.0,5/24/2019
62690,76307,Charming pre-war near Central Park,54972957310,VERIFIED,Maimouna,Manhattan,Harlem,40.79992,-73.95502,United States,US,1,moderate,Entire home/apt,2017.0,838,$168 ,30.0,14.0,5/31/2019
62691,76309,"Private! entire studio, private bath, own entrance",83810259163,VERIFIED,Walter,Brooklyn,Bushwick,40.69555,-73.93069,United States,US,0,moderate,Entire home/apt,2006.0,886,$177 ,1.0,81.0,7/3/2019
62692,76310,Minimalistic 1 bedroom in the heart of Manhattan,52264579740,VERIFIED,D&N,Manhattan,Two Bridges,40.71231,-73.99257,United States,US,1,strict,Entire home/apt,2016.0,737,$147 ,3.0,137.0,6/20/2019
62693,76311,new sunshine room in chinatown train F is around,31322903060,VERIFIED,Na,Manhattan,Chinatown,40.7135,-73.99121,United States,US,0,flexible,Private room,2016.0,51,$10 ,1.0,318.0,6/19/2019
62694,76313,Versatile private room in Harlem/Hamilton Heights!,32630985851,VERIFIED,Edward,Manhattan,Harlem,40.82377,-73.94981,United States,US,0,strict,Private room,2013.0,398,$80 ,4.0,42.0,6/18/2019
62695,76320,Bedroom w/ Gorgeous Tree Lined and River View,44656118081,VERIFIED,Andrea,Manhattan,Washington Heights,40.8337,-73.9458,United States,US,1,strict,Private room,2014.0,467,$93 ,10.0,5.0,5/12/2019
62696,76321,2 Bedroom in the heart of Williamsburg,6508378333,VERIFIED,Nina,Brooklyn,Williamsburg,40.71958,-73.96123,United States,US,0,strict,Entire home/apt,2004.0,304,$61 ,2.0,19.0,6/30/2019
62697,76326,Luxury One Bedroom,10727833045,UNCONFIRMED,Olivier,Manhattan,Upper West Side,40.77727,-73.98453,United States,US,1,moderate,Entire home/apt,2018.0,1008,$202 ,30.0,9.0,2/9/2019
62698,76327,"LES ‘GEM’ - 1BR APARTMENT, GREAT LOCATION, STOCKED",17521020825,VERIFIED,Stewart,Manhattan,Lower East Side,40.72195,-73.98698,United States,US,1,strict,Entire home/apt,2019.0,138,$28 ,2.0,15.0,5/20/2019
62699,76328,Nice private room in hip and trendy Brooklyn,68404660245,UNCONFIRMED,Carla,Brooklyn,Bushwick,40.68687,-73.91564,United States,US,0,strict,Private room,2022.0,782,$156 ,2.0,21.0,7/15/2018
62700,76329,Peaceful Private Room in Brooklyn,41149885600,UNCONFIRMED,Stephany,Brooklyn,Bushwick,40.6883,-73.90596,United States,US,1,strict,Private room,2020.0,1130,$226 ,2.0,104.0,6/9/2019
62701,76330,Room for rent,79259884081,UNCONFIRMED,Mario,Manhattan,East Harlem,40.79655,-73.93848,United States,US,1,moderate,Private room,2015.0,485,$97 ,3.0,54.0,7/7/2019
62702,76331,Wonderful Room in South Harlem near Central Park,97209373866,VERIFIED,Heroni,Manhattan,Harlem,40.8014,-73.95793,United States,US,1,moderate,Private room,2003.0,1049,$210 ,2.0,12.0,5/28/2017
62703,76332,Lovely&Morden bedroom near everything you want!,83377014029,UNCONFIRMED,Yukee,Manhattan,Upper West Side,40.80039,-73.96724,United States,US,0,flexible,Private room,2011.0,605,$121 ,1.0,56.0,4/19/2019
